Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,SAMPLE A,SAMPLE B,SAMPLE C,SAMPLE D
679.3697875,36,56,12,0,0,0,0,0,CHO,Protein,680.377064,0.166519311,-1,9229235,0,7441321,0
680.19613,0,0,0,0,0,0,0,0,,None,681.2034065,0,-1,0,0,0,0
680.21127,42,35,6,1,0,1,0,0,CHONS,Lignin,681.2185465,-0.055658467,-1,0,0,0,0
680.3732667,35,56,12,0,1,0,0,0,CHO,Protein,681.3805431,-0.016192048,-1,4539626,0,2951411,0
681.05774,0,0,0,0,0,0,0,0,,None,682.0650165,0,-1,0,0,0,0
681.08804,0,0,0,0,0,0,0,0,,None,682.0953165,0,-1,0,0,0,0
681.10989,32,26,17,0,0,0,0,0,CHO,Lignin,682.1171665,-0.244908922,-1,0,0,0,0
681.12531,36,26,14,0,0,0,0,0,CHO,ConHC,682.1325865,-0.485129851,-1,0,0,0,0
681.14646,0,0,0,0,0,0,0,0,,None,682.1537365,0,-1,0,0,0,0
681.1615,37,30,13,0,0,0,0,0,CHO,Lignin,682.1687765,-0.19850891,-1,0,0,0,0
681.1824,34,34,15,0,0,0,0,0,CHO,Lignin,682.1896765,0.137727121,-1,0,0,0,0
681.19383,0,0,0,0,0,0,0,0,,None,682.2011065,0,-1,0,0,0,0
681.1978133,38,34,12,0,0,0,0,0,CHO,Lignin,682.2050898,-0.092704693,-1,0,0,0,0
681.20353,31,38,17,0,0,0,0,0,CHO,Lignin,682.2108065,0.136803198,-1,0,0,0,0
681.213765,0,0,0,0,0,0,0,0,,None,682.2210415,0,-1,0,0,0,0
681.2146,41,35,6,1,1,1,0,0,CHONS,Lignin,682.2218765,-0.019169394,-1,0,0,0,0
681.218862,35,38,14,0,0,0,0,0,CHO,Lignin,682.2261385,0.025596088,-1,0,0,0,0
681.2338925,39,38,11,0,0,0,0,0,CHO,Lignin,682.241169,0.356319775,-1,0,0,0,0
681.25524,36,42,13,0,0,0,0,0,CHO,Lignin,682.2625165,0.036596793,-1,0,0,0,0
681.27026,40,42,10,0,0,0,0,0,CHO,Lignin,682.2775365,0.382692242,-1,0,0,0,0
681.385728,36,58,12,0,0,0,0,0,CHO,Protein,682.3930045,-0.259586307,-1,4310566,0,2607681,0
682.19046,41,33,7,1,0,1,0,0,CHONS,Lignin,683.1977365,0.05363355,-1,0,0,0,0
682.21157,0,0,0,0,0,0,0,0,,None,683.2188465,0,-1,0,0,0,0
682.22673,42,37,6,1,0,1,0,0,CHONS,Lignin,683.2340065,0.222688886,-1,0,0,0,0
682.35682,0,0,0,0,0,0,0,0,,None,683.3640965,0,-1,0,0,0,0
683.10434,35,24,15,0,0,0,0,0,CHO,ConHC,684.1116165,-0.140861488,-1,0,0,0,0
683.12578,0,0,0,0,0,0,0,0,,None,684.1330565,0,-1,0,0,0,0
683.14082,36,28,14,0,0,0,0,0,CHO,ConHC,684.1480965,-0.278972756,-1,0,0,0,0
683.15277,0,0,0,0,0,0,0,0,,None,684.1600465,0,-1,0,0,0,0
683.16178,33,32,16,0,0,0,0,0,CHO,Lignin,684.1690565,-0.031404636,-1,0,0,0,0
683.1768783,37,32,13,0,0,0,0,0,CHO,Lignin,684.1841548,0.199236252,-1,0,0,0,0
683.18862,23,40,23,0,0,0,0,0,CHO,Carb,684.1958965,0.20626464,-1,0,0,0,0
683.19281,0,0,0,0,0,0,0,0,,None,684.2000865,0,-1,0,0,0,0
683.19825,34,36,15,0,0,0,0,0,CHO,Lignin,684.2055265,-0.154894656,-1,0,0,0,0
683.20975,0,0,0,0,0,0,0,0,,None,684.2170265,0,-1,0,0,0,0
683.213406,38,36,12,0,0,0,0,0,CHO,Lignin,684.2206825,-0.008544144,-1,0,0,0,0
683.22482,24,44,22,0,0,0,0,0,CHO,Carb,684.2320965,0.477369772,-1,0,0,0,0
683.2286,42,36,9,0,0,0,0,0,CHO,Lignin,684.2358765,0.082263474,-1,0,0,0,0
683.2344075,35,40,14,0,0,0,0,0,CHO,Lignin,684.241684,0.178338331,-1,0,0,0,0
683.2495667,39,40,11,0,0,0,0,0,CHO,Lignin,684.2568431,0.320045836,-1,0,0,0,0
684.18446,0,0,0,0,0,0,0,0,,None,685.1917365,0,-1,0,0,0,0
684.18554,0,0,0,0,0,0,0,0,,None,685.1928165,0,-1,0,0,0,0
684.20608,41,35,7,1,0,1,0,0,CHONS,Lignin,685.2133565,0.097351459,-1,0,0,0,0
684.21628,0,0,0,0,0,0,0,0,,None,685.2235565,0,-1,0,0,0,0
684.24234,42,39,6,1,0,1,0,0,CHONS,Lignin,685.2496165,0.280500442,-1,0,0,0,0
684.315205,44,47,4,1,0,1,0,0,CHONS,UnsatHC,685.3224815,0.143327299,-1,0,0,0,0
684.37244,0,0,0,0,0,0,0,0,,None,685.3797165,0,-1,0,0,0,0
685.11636,0,0,0,0,0,0,0,0,,None,686.1236365,0,-1,0,0,0,0
685.13551,0,0,0,0,0,0,0,0,,None,686.1427865,0,-1,0,0,0,0
685.14129,32,30,17,0,0,0,0,0,CHO,Lignin,686.1485665,-0.389023883,-1,0,0,0,0
685.15608,36,30,14,0,0,0,0,0,CHO,Lignin,686.1633565,0.290317922,-1,0,0,0,0
685.168075,22,38,24,0,0,0,0,0,CHO,Other,686.1753515,-0.071871833,-1,0,0,0,0
685.172,0,0,0,0,0,0,0,0,,None,686.1792765,0,-1,0,0,0,0
685.17748,33,34,16,0,0,0,0,0,CHO,Lignin,686.1847565,-0.104085495,-1,0,0,0,0
685.18922,0,0,0,0,0,0,0,0,,None,686.1964965,0,-1,0,0,0,0
685.192528,37,34,13,0,0,0,0,0,CHO,Lignin,686.1998045,0.199230339,-1,0,0,0,0
685.20416,23,42,23,0,0,0,0,0,CHO,Carb,686.2114365,0.366052803,-1,0,0,0,0
685.20827,0,0,0,0,0,0,0,0,,None,686.2155465,0,-1,0,0,0,0
685.2138075,34,38,15,0,0,0,0,0,CHO,Lignin,686.221084,-0.019549938,-1,0,0,0,0
685.2289233,38,38,12,0,0,0,0,0,CHO,Lignin,686.2361998,0.184899582,-1,0,0,0,0
685.24434,42,38,9,0,0,0,0,0,CHO,Lignin,686.2516165,-0.049031841,-1,0,0,0,0
685.25027,35,42,14,0,0,0,0,0,CHO,Lignin,686.2575465,-0.131742493,-1,0,0,0,0
685.26521,39,42,11,0,0,0,0,0,CHO,Lignin,686.2724865,0.328913696,-1,0,0,0,0
685.32279,37,50,12,0,0,0,0,0,CHO,Lignin,686.3300665,0.234003037,-1,0,0,0,0
685.375965,0,0,0,0,0,0,0,0,,None,686.3832415,0,-1,0,0,0,0
686.16441,0,0,0,0,0,0,0,0,,None,687.1716865,0,-1,0,0,0,0
686.18463,0,0,0,0,0,0,0,0,,None,687.1919065,0,-1,0,0,0,0
686.20038,44,33,5,1,0,1,0,0,CHONS,ConHC,687.2076565,0.418211464,-1,0,0,0,0
686.23238,37,38,12,0,1,0,0,0,CHO,Lignin,687.2396565,0.036458781,-1,0,0,0,0
686.25249,0,0,0,0,0,0,0,0,,None,687.2597665,0,-1,0,0,0,0
686.3263,36,50,12,0,1,0,0,0,CHO,Lignin,687.3335765,0.007916273,-1,0,0,0,0
687.0995,34,24,16,0,0,0,0,0,CHO,ConHC,688.1067765,-0.496642224,-1,0,0,0,0
687.11467,0,0,0,0,0,0,0,0,,None,688.1219465,0,-1,0,0,0,0
687.12074,0,0,0,0,0,0,0,0,,None,688.1280165,0,-1,0,0,0,0
687.13173,0,0,0,0,0,0,0,0,,None,688.1390065,0,-1,0,0,0,0
687.135645,35,28,15,0,0,0,0,0,CHO,Lignin,688.1429215,-0.147115631,-1,0,0,0,0
687.15141,0,0,0,0,0,0,0,0,,None,688.1586865,0,-1,0,0,0,0
687.1721475,36,32,14,0,0,0,0,0,CHO,Lignin,688.179424,-0.317112474,-1,0,0,0,0
687.17291,0,0,0,0,0,0,0,0,,None,688.1801865,0,-1,0,0,0,0
687.1873867,40,32,11,0,0,0,0,0,CHO,Lignin,688.1946631,-0.292451042,-1,0,0,0,0
687.1932033,33,36,16,0,0,0,0,0,CHO,Lignin,688.2004798,-0.210245441,-1,0,0,0,0
687.20445,0,0,0,0,0,0,0,0,,None,688.2117265,0,-1,0,0,0,0
687.2082917,37,36,13,0,0,0,0,0,CHO,Lignin,688.2155681,0.033578656,-1,0,0,0,0
687.219775,23,44,23,0,0,0,0,0,CHO,Carb,688.2270515,0.415929335,-1,0,0,0,0
687.22401,0,0,0,0,0,0,0,0,,None,688.2312865,0,-1,0,0,0,0
687.2291675,34,40,15,0,0,0,0,0,CHO,Lignin,688.236444,0.401967409,-1,0,0,0,0
687.244516,38,40,12,0,0,0,0,0,CHO,Lignin,688.2517925,0.267754217,-1,0,0,0,0
687.2598,42,40,9,0,0,0,0,0,CHO,Lignin,688.2670765,0.227260645,-1,0,0,0,0
687.2657867,35,44,14,0,0,0,0,0,CHO,Lignin,688.2730631,0.062458137,-1,0,0,0,0
687.338517,37,52,12,0,0,0,0,0,CHO,Lignin,688.3457935,0.121548676,-1,7957899,0,0,0
688.17491,0,0,0,0,0,0,0,0,,None,689.1821865,0,-1,0,0,0,0
688.17955,0,0,0,0,0,0,0,0,,None,689.1868265,0,-1,0,0,0,0
688.200585,0,0,0,0,0,0,0,0,,None,689.2078615,0,-1,0,0,0,0
688.21096,0,0,0,0,0,0,0,0,,None,689.2182365,0,-1,0,0,0,0
688.21614,44,35,5,1,0,1,0,0,CHONS,ConHC,689.2234165,0.25748156,-1,0,0,0,0
688.269235,34,44,14,0,1,0,0,0,CHO,Lignin,689.2765115,-0.073275789,-1,0,0,0,0
688.342085,36,52,12,0,1,0,0,0,CHO,Lignin,689.3493615,-0.187850584,-1,2967248,0,0,0
689.09293,0,0,0,0,0,0,0,0,,None,690.1002065,0,-1,0,0,0,0
689.11519,0,0,0,0,0,0,0,0,,None,690.1224665,0,-1,0,0,0,0
689.13024,0,0,0,0,0,0,0,0,,None,690.1375165,0,-1,0,0,0,0
689.13596,31,30,18,0,0,0,0,0,CHO,Lignin,690.1432365,-0.032320943,-1,0,0,0,0
689.1511075,35,30,15,0,0,0,0,0,CHO,Lignin,690.158384,0.125083781,-1,0,0,0,0
689.15994,0,0,0,0,0,0,0,0,,None,690.1672165,0,-1,0,0,0,0
689.16284,21,38,25,0,0,0,0,0,CHO,Other,690.1701165,0.145334343,-1,0,0,0,0
689.166935,0,0,0,0,0,0,0,0,,None,690.1742115,0,-1,0,0,0,0
689.18755,36,34,14,0,0,0,0,0,CHO,Lignin,690.1948265,0.042500927,-1,0,0,0,0
689.19903,22,42,24,0,0,0,0,0,CHO,Other,690.2063065,0.428584493,-1,0,0,0,0
689.20294,40,34,11,0,0,0,0,0,CHO,Lignin,690.2102165,-0.151450062,-1,0,0,0,0
689.209008,33,38,16,0,0,0,0,0,CHO,Lignin,690.2162845,-0.433622745,-1,0,0,0,0
689.219315,43,35,5,1,1,1,0,0,CHONS,ConHC,690.2265915,0.517656266,-1,0,0,0,0
689.2239286,37,38,13,0,0,0,0,0,CHO,Lignin,690.231205,0.052545859,-1,0,0,0,0
689.23931,41,38,10,0,0,0,0,0,CHO,Lignin,690.2465865,-0.128977211,-1,0,0,0,0
689.2447067,0,0,0,0,0,0,0,0,,None,690.2519831,0,-1,0,0,0,0
689.2602325,38,42,12,0,0,0,0,0,CHO,Lignin,690.267509,0.170725869,-1,0,0,0,0
690.159275,42,29,7,1,0,1,0,0,CHONS,ConHC,691.1665515,-0.113555958,-1,0,0,0,0
690.175,0,0,0,0,0,0,0,0,,None,691.1822765,0,-1,0,0,0,0
690.195635,43,33,6,1,0,1,0,0,CHONS,ConHC,691.2029115,-0.076648664,-1,0,0,0,0
690.22707,36,38,13,0,1,0,0,0,CHO,Lignin,691.2343465,0.361206039,-1,0,0,0,0
691.0733,0,0,0,0,0,0,0,0,,None,692.0805765,0,-1,0,0,0,0
691.10905,0,0,0,0,0,0,0,0,,None,692.1163265,0,-1,0,0,0,0
691.13077,34,28,16,0,0,0,0,0,CHO,Lignin,692.1380465,-0.450220128,-1,0,0,0,0
691.15212,0,0,0,0,0,0,0,0,,None,692.1593965,0,-1,0,0,0,0
691.1669525,35,32,15,0,0,0,0,0,CHO,Lignin,692.174229,-0.156908731,-1,0,0,0,0
691.18221,39,32,12,0,0,0,0,0,CHO,Lignin,692.1894865,-0.158879154,-1,0,0,0,0
691.19905,42,33,6,1,1,1,0,0,CHONS,ConHC,692.2063265,-0.163451236,-1,0,0,0,0
691.2033017,36,36,14,0,0,0,0,0,CHO,Lignin,692.2105781,-0.104402546,-1,0,0,0,0
691.20957,0,0,0,0,0,0,0,0,,None,692.2168465,0,-1,0,0,0,0
691.21057,0,0,0,0,0,0,0,0,,None,692.2178465,0,-1,0,0,0,0
691.21479,22,44,24,0,0,0,0,0,CHO,Other,692.2220665,0.268520651,-1,0,0,0,0
691.2186933,40,36,11,0,0,0,0,0,CHO,Lignin,692.2259698,-0.300193177,-1,0,0,0,0
691.2241333,33,40,16,0,0,0,0,0,CHO,Lignin,692.2314098,0.325667665,-1,0,0,0,0
691.2395583,37,40,13,0,0,0,0,0,CHO,Lignin,692.2468348,0.081720976,-1,0,0,0,0
691.25067,0,0,0,0,0,0,0,0,,None,692.2579465,0,-1,0,0,0,0
691.25477,41,40,10,0,0,0,0,0,CHO,Lignin,692.2620465,0.145953574,-1,0,0,0,0
692.17461,42,31,7,1,0,1,0,0,CHONS,ConHC,693.1818865,0.341292992,-1,0,0,0,0
692.19587,39,35,9,1,0,1,0,0,CHONS,Lignin,693.2031465,0.152842238,-1,0,0,0,0
692.2113,43,35,6,1,0,1,0,0,CHONS,Lignin,693.2185765,-0.097971379,-1,0,0,0,0
692.243145,36,40,13,0,1,0,0,0,CHO,Lignin,693.2504215,-0.252805876,-1,0,0,0,0
693.10997,33,26,17,0,0,0,0,0,CHO,ConHC,694.1172465,-0.355929177,-1,0,0,0,0
693.12502,37,26,14,0,0,0,0,0,CHO,ConHC,694.1322965,-0.058955447,-1,0,0,0,0
693.14637,34,30,16,0,0,0,0,0,CHO,Lignin,694.1536465,-0.376790184,-1,0,0,0,0
693.16139,38,30,13,0,0,0,0,0,CHO,ConHC,694.1686665,-0.036614415,-1,0,0,0,0
693.1732,24,38,23,0,0,0,0,0,CHO,Carb,694.1804765,-0.128120543,-1,0,0,0,0
693.182545,35,34,15,0,0,0,0,0,CHO,Lignin,694.1898215,-0.073530292,-1,0,0,0,0
693.193995,21,42,25,0,0,0,0,0,CHO,Other,694.2012715,0.353548502,-1,0,0,0,0
693.1978125,39,34,12,0,0,0,0,0,CHO,Lignin,694.205089,-0.08990179,-1,0,0,0,0
693.20307,0,0,0,0,0,0,0,0,,None,694.2103465,0,-1,0,0,0,0
693.218776,36,38,14,0,0,0,0,0,CHO,Lignin,694.2260525,0.149032609,-1,0,0,0,0
693.22976,0,0,0,0,0,0,0,0,,None,694.2370365,0,-1,0,0,0,0
693.23069,22,46,24,0,0,0,0,0,CHO,Other,694.2379665,-0.092273663,-1,0,0,0,0
693.23419,40,38,11,0,0,0,0,0,CHO,Lignin,694.2414665,-0.078364636,-1,0,0,0,0
693.24019,33,42,16,0,0,0,0,0,CHO,Lignin,694.2474665,-0.260951734,-1,0,0,0,0
693.255118,37,42,13,0,0,0,0,0,CHO,Lignin,694.2623945,0.211690308,-1,0,0,0,0
693.27023,41,42,10,0,0,0,0,0,CHO,Lignin,694.2775065,0.419288134,-1,0,0,0,0
693.34921,36,54,13,0,0,0,0,0,CHO,Protein,694.3564865,-0.064298643,-1,0,0,0,0
694.19014,0,0,0,0,0,0,0,0,,None,695.1974165,0,-1,0,0,0,0
694.22733,0,0,0,0,0,0,0,0,,None,695.2346065,0,-1,0,0,0,0
694.25898,0,0,0,0,0,0,0,0,,None,695.2662565,0,-1,0,0,0,0
695.10413,36,24,15,0,0,0,0,0,CHO,ConHC,696.1114065,0.163242577,-1,0,0,0,0
695.12571,33,28,17,0,0,0,0,0,CHO,Lignin,696.1329865,-0.484091957,-1,0,0,0,0
695.14084,37,28,14,0,0,0,0,0,CHO,ConHC,696.1481165,-0.302893415,-1,0,0,0,0
695.17353,0,0,0,0,0,0,0,0,,None,696.1808065,0,-1,0,0,0,0
695.177106,38,32,13,0,0,0,0,0,CHO,Lignin,696.1843825,-0.131218657,-1,0,0,0,0
695.18878,24,40,23,0,0,0,0,0,CHO,Carb,696.1960565,-0.027111012,-1,0,0,0,0
695.193,0,0,0,0,0,0,0,0,,None,696.2002765,0,-1,0,0,0,0
695.198188,35,36,15,0,0,0,0,0,CHO,Lignin,696.2054645,-0.063170691,-1,0,0,0,0
695.199,0,0,0,0,0,0,0,0,,None,696.2062765,0,-1,0,0,0,0
695.20935,0,0,0,0,0,0,0,0,,None,696.2166265,0,-1,0,0,0,0
695.2133575,39,36,12,0,0,0,0,0,CHO,Lignin,696.220634,0.061264947,-1,0,0,0,0
695.21408,0,0,0,0,0,0,0,0,,None,696.2213565,0,-1,0,0,0,0
695.22441,0,0,0,0,0,0,0,0,,None,696.2316865,0,-1,0,0,0,0
695.23455,36,40,14,0,0,0,0,0,CHO,Lignin,696.2418265,-0.029405702,-1,0,0,0,0
695.2497267,40,40,11,0,0,0,0,0,CHO,Lignin,696.2570031,0.084729566,-1,0,0,0,0
695.25595,33,44,16,0,0,0,0,0,CHO,Lignin,696.2632265,-0.418090269,-1,0,0,0,0
695.2715,0,0,0,0,0,0,0,0,,None,696.2787765,0,-1,0,0,0,0
695.364728,36,56,13,0,0,0,0,0,CHO,Protein,696.3720045,0.125533507,-1,7940064,0,4418718,0
696.2005,0,0,0,0,0,0,0,0,,None,697.2077765,0,-1,0,0,0,0
696.20638,42,35,7,1,0,1,0,0,CHONS,Lignin,697.2136565,-0.334608305,-1,0,0,0,0
696.22064,0,0,0,0,0,0,0,0,,None,697.2279165,0,-1,0,0,0,0
696.24915,0,0,0,0,0,0,0,0,,None,697.2564265,0,-1,0,0,0,0
696.3673,0,0,0,0,0,0,0,0,,None,697.3745765,0,-1,0,0,0,0
696.36823,35,56,13,0,1,0,0,0,CHO,Protein,697.3755065,-0.085670029,-1,3045681,0,0,0
696.37282,43,55,5,1,0,1,0,0,CHONS,UnsatHC,697.3800965,-0.002718288,-1,0,0,0,0
697.10498,32,26,18,0,0,0,0,0,CHO,Lignin,698.1122565,-0.490514923,-1,0,0,0,0
697.11992,36,26,15,0,0,0,0,0,CHO,ConHC,698.1271965,-0.037673335,-1,0,0,0,0
697.15646,37,30,14,0,0,0,0,0,CHO,Lignin,698.1637365,-0.258957134,-1,0,0,0,0
697.16824,23,38,24,0,0,0,0,0,CHO,Carb,698.1755165,-0.306966765,-1,0,0,0,0
697.177305,34,34,16,0,0,0,0,0,CHO,Lignin,698.1845815,0.148353491,-1,0,0,0,0
697.18853,0,0,0,0,0,0,0,0,,None,698.1958065,0,-1,0,0,0,0
697.1927483,38,34,13,0,0,0,0,0,CHO,Lignin,698.2000248,-0.119767274,-1,0,0,0,0
697.20774,0,0,0,0,0,0,0,0,,None,698.2150165,0,-1,0,0,0,0
697.213652,35,38,15,0,0,0,0,0,CHO,Lignin,698.2209285,0.203494932,-1,0,0,0,0
697.21782,0,0,0,0,0,0,0,0,,None,698.2250965,0,-1,0,0,0,0
697.22893,39,38,12,0,0,0,0,0,CHO,Lignin,698.2362065,0.172173999,-1,0,0,0,0
697.2501325,36,42,14,0,0,0,0,0,CHO,Lignin,698.257409,0.067440344,-1,0,0,0,0
697.26474,0,0,0,0,0,0,0,0,,None,698.2720165,0,-1,0,0,0,0
697.26551,40,42,11,0,0,0,0,0,CHO,Lignin,698.2727865,-0.106370435,-1,0,0,0,0
697.3804343,36,58,13,0,0,0,0,0,CHO,Protein,698.3877108,0.044601138,-1,14224007,0,10208080,0
698.18543,41,33,8,1,0,1,0,0,CHONS,Lignin,699.1927065,-0.026796017,-1,0,0,0,0
698.20046,0,0,0,0,0,0,0,0,,None,699.2077365,0,-1,0,0,0,0
698.23228,38,38,12,0,1,0,0,0,CHO,Lignin,699.2395565,0.178845603,-1,0,0,0,0
698.237,46,37,4,1,0,1,0,0,CHONS,UnsatHC,699.2442765,0.075659425,-1,0,0,0,0
698.383612,35,58,13,0,1,0,0,0,CHO,Protein,699.3908885,0.297859213,-1,7121884,0,2895018,0
699.09962,0,0,0,0,0,0,0,0,,None,700.1068965,0,-1,0,0,0,0
699.13125,0,0,0,0,0,0,0,0,,None,700.1385265,0,-1,0,0,0,0
699.1357,36,28,15,0,0,0,0,0,CHO,ConHC,700.1429765,-0.223149536,-1,0,0,0,0
699.1716333,37,32,14,0,0,0,0,0,CHO,Lignin,700.1789098,0.422658241,-1,0,0,0,0
699.18777,0,0,0,0,0,0,0,0,,None,700.1950465,0,-1,0,0,0,0
699.1930167,34,36,16,0,0,0,0,0,CHO,Lignin,700.2002931,0.059948066,-1,0,0,0,0
699.204115,0,0,0,0,0,0,0,0,,None,700.2113915,0,-1,0,0,0,0
699.2083183,38,36,13,0,0,0,0,0,CHO,Lignin,700.2155948,-0.005080311,-1,0,0,0,0
699.21285,0,0,0,0,0,0,0,0,,None,700.2201265,0,-1,0,0,0,0
699.2243,0,0,0,0,0,0,0,0,,None,700.2315765,0,-1,0,0,0,0
699.229444,35,40,15,0,0,0,0,0,CHO,Lignin,700.2367205,0.000212243,-1,0,0,0,0
699.2445417,39,40,12,0,0,0,0,0,CHO,Lignin,700.2518181,0.226512305,-1,0,0,0,0
699.26006,43,40,9,0,0,0,0,0,CHO,Lignin,700.2673365,-0.147920622,-1,0,0,0,0
699.2654,0,0,0,0,0,0,0,0,,None,700.2726765,0,-1,0,0,0,0
699.28118,40,44,11,0,0,0,0,0,CHO,Lignin,700.2884565,-0.134532247,-1,0,0,0,0
700.18024,0,0,0,0,0,0,0,0,,None,701.1875165,0,-1,0,0,0,0
700.20094,41,35,8,1,0,1,0,0,CHONS,Lignin,701.2082165,0.17302795,-1,0,0,0,0
700.21605,45,35,5,1,0,1,0,0,CHONS,ConHC,701.2233265,0.381422451,-1,0,0,0,0
700.23696,0,0,0,0,0,0,0,0,,None,701.2442365,0,-1,0,0,0,0
700.25243,46,39,4,1,0,1,0,0,CHONS,UnsatHC,701.2597065,0.389254676,-1,0,0,0,0
700.36725,0,0,0,0,0,0,0,0,,None,701.3745265,0,-1,0,0,0,0
701.09982,31,26,19,0,0,0,0,0,CHO,Lignin,702.1070965,-0.381440924,-1,0,0,0,0
701.13055,0,0,0,0,0,0,0,0,,None,702.1378265,0,-1,0,0,0,0
701.1365,0,0,0,0,0,0,0,0,,None,702.1437765,0,-1,0,0,0,0
701.1512567,36,30,15,0,0,0,0,0,CHO,Lignin,702.1585331,-0.089494101,-1,0,0,0,0
701.16653,0,0,0,0,0,0,0,0,,None,702.1738065,0,-1,0,0,0,0
701.1875075,37,34,14,0,0,0,0,0,CHO,Lignin,702.194784,0.102299137,-1,0,0,0,0
701.19869,0,0,0,0,0,0,0,0,,None,702.2059665,0,-1,0,0,0,0
701.19945,23,42,24,0,0,0,0,0,CHO,Carb,702.2067265,-0.176854301,-1,0,0,0,0
701.20282,41,34,11,0,0,0,0,0,CHO,Lignin,702.2100965,0.022027055,-1,0,0,0,0
701.2086167,34,38,16,0,0,0,0,0,CHO,Lignin,702.2158931,0.131070593,-1,0,0,0,0
701.2238983,38,38,13,0,0,0,0,0,CHO,Lignin,702.2311748,0.094707967,-1,0,0,0,0
701.23917,42,38,10,0,0,0,0,0,CHO,Lignin,702.2464465,0.072586939,-1,0,0,0,0
701.245095,35,42,15,0,0,0,0,0,CHO,Lignin,702.2523715,-0.001120936,-1,0,0,0,0
701.260222,39,42,12,0,0,0,0,0,CHO,Lignin,702.2674985,0.182760159,-1,0,0,0,0
701.2754,43,42,9,0,0,0,0,0,CHO,Lignin,702.2826765,0.294012977,-1,0,0,0,0
702.19465,0,0,0,0,0,0,0,0,,None,703.2019265,0,-1,0,0,0,0
702.19546,44,33,6,1,0,1,0,0,CHONS,ConHC,703.2027365,0.173520684,-1,0,0,0,0
702.21642,0,0,0,0,0,0,0,0,,None,703.2236965,0,-1,0,0,0,0
702.22681,0,0,0,0,0,0,0,0,,None,703.2340865,0,-1,0,0,0,0
702.231995,45,37,5,1,0,1,0,0,CHONS,UnsatHC,703.2392715,-0.039067045,-1,0,0,0,0
702.248,0,0,0,0,0,0,0,0,,None,703.2552765,0,-1,0,0,0,0
703.09443,0,0,0,0,0,0,0,0,,None,704.1017065,0,-1,0,0,0,0
703.115445,31,28,19,0,0,0,0,0,CHO,Lignin,704.1227215,-0.344752658,-1,2634294,0,0,0
703.13073,35,28,16,0,0,0,0,0,CHO,Lignin,704.1380065,-0.385740405,-1,0,0,0,0
703.16719,36,32,15,0,0,0,0,0,CHO,Lignin,704.1744665,-0.491509131,-1,0,0,0,0
703.17866,22,40,25,0,0,0,0,0,CHO,Other,704.1859365,-0.098880674,-1,0,0,0,0
703.182185,40,32,12,0,0,0,0,0,CHO,Lignin,704.1894615,-0.120669911,-1,0,0,0,0
703.19933,0,0,0,0,0,0,0,0,,None,704.2066065,0,-1,0,0,0,0
703.2033133,37,36,14,0,0,0,0,0,CHO,Lignin,704.2105898,-0.119190502,-1,0,0,0,0
703.20781,0,0,0,0,0,0,0,0,,None,704.2150865,0,-1,0,0,0,0
703.21422,0,0,0,0,0,0,0,0,,None,704.2214965,0,-1,0,0,0,0
703.21776,0,0,0,0,0,0,0,0,,None,704.2250365,0,-1,0,0,0,0
703.218655,41,36,11,0,0,0,0,0,CHO,Lignin,704.2259315,-0.240644617,-1,0,0,0,0
703.22014,0,0,0,0,0,0,0,0,,None,704.2274165,0,-1,0,0,0,0
703.224185,34,40,16,0,0,0,0,0,CHO,Lignin,704.2314615,0.246752282,-1,0,0,0,0
703.23538,44,37,5,1,1,1,0,0,CHONS,UnsatHC,704.2426565,-0.081840654,-1,0,0,0,0
703.2395617,38,40,13,0,0,0,0,0,CHO,Lignin,704.2468381,0.075595303,-1,0,0,0,0
703.255205,42,40,10,0,0,0,0,0,CHO,Lignin,704.2624815,-0.474200868,-1,0,0,0,0
703.260725,35,44,15,0,0,0,0,0,CHO,Lignin,704.2680015,0.027371711,-1,0,0,0,0
703.27586,39,44,12,0,0,0,0,0,CHO,Lignin,704.2831365,0.199366864,-1,0,0,0,0
703.33361,37,52,13,0,0,0,0,0,CHO,Lignin,704.3408865,-0.134466679,-1,0,0,0,0
704.20661,36,36,14,0,1,0,0,0,CHO,Lignin,705.2138865,-0.03653371,-1,0,0,0,0
704.2106,0,0,0,0,0,0,0,0,,None,705.2178765,0,-1,0,0,0,0
704.22761,33,40,16,0,1,0,0,0,CHO,Lignin,705.2348865,0.146913492,-1,0,0,0,0
704.2388,0,0,0,0,0,0,0,0,,None,705.2460765,0,-1,0,0,0,0
704.242745,37,40,13,0,1,0,0,0,CHO,Lignin,705.2500215,0.318670277,-1,0,0,0,0
705.11017,0,0,0,0,0,0,0,0,,None,706.1174465,0,-1,0,0,0,0
705.13127,0,0,0,0,0,0,0,0,,None,706.1385465,0,-1,0,0,0,0
705.14641,35,30,16,0,0,0,0,0,CHO,Lignin,706.1536865,-0.427032083,-1,0,0,0,0
705.16133,39,30,13,0,0,0,0,0,CHO,ConHC,706.1686065,0.048973318,-1,0,0,0,0
705.18153,0,0,0,0,0,0,0,0,,None,706.1888065,0,-1,0,0,0,0
705.1827267,36,34,15,0,0,0,0,0,CHO,Lignin,706.1900031,-0.329529794,-1,0,0,0,0
705.19406,22,42,25,0,0,0,0,0,CHO,Other,706.2013365,0.25549912,-1,0,0,0,0
705.197885,40,34,12,0,0,0,0,0,CHO,Lignin,706.2051615,-0.191035534,-1,0,0,0,0
